abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless,total_stats,offense_defense_ratio,predicted_legendary
"Snow Cloak, Slush Rush, Swift Swim",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,Beartic,50,614,70,80,50,Ice,None,260,5,FALSE,FALSE,505,1.625,0.16540925189617697
Levitate,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,Cryogonal,NA,615,95,135,105,Ice,None,148,5,FALSE,TRUE,515,1,0.2175609427011156
"Hydration, Shell Armor, Overcoat",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,Shelmet,50,616,40,65,25,Bug,None,7.7,5,FALSE,FALSE,305,0.47058823529411764,4.49459463867123e-5
"Hydration, Sticky Hold, Unburden",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,Accelgor,50,617,100,60,145,Bug,None,25.3,5,FALSE,FALSE,495,1.75,0.027200250745730303
"Static, Limber, Sand Veil",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,Stunfisk,50,618,81,99,32,Ground,Electric,11,5,FALSE,FALSE,471,0.7857142857142857,0.014839905790107185
"Inner Focus, Regenerator, Reckless",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,Mienfoo,50,619,55,50,65,Fighting,None,20,5,FALSE,FALSE,350,1.7,2.1988545117684104e-11
"Inner Focus, Regenerator, Reckless",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,Mienshao,50,620,95,60,105,Fighting,None,35.5,5,FALSE,FALSE,510,2.0833333333333335,4.953399577348539e-9
"Rough Skin, Sheer Force, Mold Breaker",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,Druddigon,50,621,60,90,48,Dragon,None,139,5,FALSE,FALSE,485,1.3333333333333333,0.004905262564674228
"Iron Fist, Klutz, No Guard",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,Automaton Pokémon,50,1000000,1,59,Gobitゴビット,Golett,NA,622,35,50,35,Ground,Ghost,92,5,FALSE,TRUE,303,1.48,5.099880147358208e-5
"Iron Fist, Klutz, No Guard",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,Golurk,NA,623,55,80,55,Ground,Ghost,330,5,FALSE,TRUE,483,1.55,0.02211391389812066
"Defiant, Inner Focus, Pressure",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,Pawniard,50,624,40,40,60,Dark,Steel,10.2,5,FALSE,FALSE,340,1.2142857142857142,1.9324390537143958e-4
"Defiant, Inner Focus, Pressure",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,Bisharp,50,625,60,70,70,Dark,Steel,70,5,FALSE,FALSE,490,1.25,0.030100866695546288
"Reckless, Sap Sipper, Soundproof",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,Bouffalant,50,626,40,95,55,Normal,None,94.6,5,FALSE,FALSE,490,1.1578947368421053,0.007644257992966607
"Keen Eye, Sheer Force, Hustle",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,Rufflet,100,627,37,50,60,Normal,Flying,10.5,5,FALSE,FALSE,350,1.66,6.73007971918826e-5
"Keen Eye, Sheer Force, Defiant",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,Braviary,100,628,57,75,80,Normal,Flying,41,5,FALSE,FALSE,510,1.64,0.014935540982297968
"Big Pecks, Overcoat, Weak Armor",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,Vullaby,0,629,45,65,60,Dark,Flying,9,5,FALSE,FALSE,370,0.7333333333333333,5.334460974104497e-4
"Big Pecks, Overcoat, Weak Armor",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,Mandibuzz,0,630,55,95,80,Dark,Flying,39.5,5,FALSE,FALSE,510,0.6190476190476191,0.05756920806579031
"Gluttony, Flash Fire, White Smoke",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,Heatmor,50,631,105,66,65,Fire,None,58,5,FALSE,FALSE,484,1.4696969696969697,0.04345274773238458
"Swarm, Hustle, Truant",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,Durant,50,632,48,48,109,Bug,Steel,33,5,FALSE,FALSE,484,0.9732142857142857,0.01890223450856634
Hustle,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,Deino,50,633,45,50,38,Dark,Dragon,17.3,5,FALSE,FALSE,300,1.3,4.9887455662272723e-5
Hustle,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,Zweilous,50,634,65,70,58,Dark,Dragon,50,5,FALSE,FALSE,420,1.2142857142857142,0.002892578290784218
Levitate,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,Hydreigon,50,635,125,90,98,Dark,Dragon,160,5,FALSE,FALSE,600,1.1666666666666667,0.5626098893042163
"Flame Body, Swarm",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,Merlarvaメラルバ,Larvesta,50,636,50,55,60,Bug,Fire,28.8,5,FALSE,FALSE,360,1.5454545454545454,2.8928597748605317e-4
"Flame Body, Swarm",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,Volcarona,50,637,135,105,100,Bug,Fire,46,5,FALSE,FALSE,550,0.9230769230769231,0.1525483080790971
Justified,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,Cobalion,NA,638,90,72,108,Steel,Fighting,250,5,TRUE,TRUE,580,0.6976744186046512,0.609044964151871
Justified,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,Terrakion,NA,639,72,90,108,Rock,Fighting,260,5,TRUE,TRUE,580,1.4333333333333333,0.39603924212352615
Justified,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2,91,Virizionビリジオン,Virizion,NA,640,90,129,108,Grass,Fighting,200,5,TRUE,TRUE,580,1.25,0.3648560303931624
"Prankster, Defiant, Regenerator",0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,Tornadus,100,641,110,90,121,Flying,None,63,5,TRUE,FALSE,580,1.25,0.7984899849609622
"Prankster, Defiant, Volt Absorb",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,Thundurus,100,642,145,80,101,Electric,Flying,61,5,TRUE,FALSE,580,1.5,0.6977475046661683
Turboblaze,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,Reshiram,NA,643,150,120,90,Dragon,Fire,330,5,TRUE,TRUE,680,1.2,0.7841157924690798
Teravolt,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,Zekrom,NA,644,120,100,90,Dragon,Electric,345,5,TRUE,TRUE,680,1.25,0.7841157924690798
"Sand Force, Sheer Force, Intimidate",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,Landlos (keshin Forme)ランドロス,Landorus,100,645,105,80,91,Ground,Flying,68,5,TRUE,FALSE,600,1.6111111111111112,0.5429489268740381
"Pressure, Teravolt, Turboblaze",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3,125,Kyuremキュレム,Kyurem,NA,646,170,100,95,Dragon,Ice,325,5,TRUE,TRUE,700,1.3333333333333333,0.8772861486453002
Justified,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,NA,647,129,90,108,Water,Fighting,48.5,5,TRUE,TRUE,580,0.8,0.29077193235230175
Serene Grace,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,Meloetta (step Forme)メロエッタ,Meloetta,NA,648,77,77,128,Normal,Psychic,6.5,5,TRUE,TRUE,600,1.4222222222222223,0.24200327840224728
Download,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,Genesect,NA,649,120,95,99,Bug,Steel,82.5,5,TRUE,TRUE,600,1.263157894736842,0.4945392572190529
"Overgrow, Bulletproof",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,Harimaronハリマロン,Chespin,88.1,650,48,45,38,Grass,None,9,6,FALSE,FALSE,313,0.9384615384615385,1.9901104791146038e-5
"Overgrow, Bulletproof",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,Hariborgハリボーグ,Quilladin,88.1,651,56,58,57,Grass,None,29,6,FALSE,FALSE,405,0.8210526315789474,4.482265459405958e-4
"Overgrow, Bulletproof",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,Brigarronブリガロン,Chesnaught,88.1,652,74,75,64,Grass,Fighting,90,6,FALSE,FALSE,530,0.8770491803278688,0.029959488461738622
"Blaze, Magician",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,Fokkoフォッコ,Fennekin,88.1,653,62,60,60,Fire,None,9.4,6,FALSE,FALSE,307,1.125,3.313832232506685e-5
"Blaze, Magician",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,Fox Pokémon,58,1059860,1,59,Tairenarテールナー,Braixen,88.1,654,90,70,73,Fire,None,14.5,6,FALSE,FALSE,409,1.0172413793103448,0.001046503802347056
"Blaze, Magician",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,Mahoxyマフォクシー,Delphox,88.1,655,114,100,104,Fire,Psychic,39,6,FALSE,FALSE,534,0.9583333333333334,0.06729634250303385
"Torrent, Protean",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,Keromatsuケロマツ,Froakie,88.1,656,62,44,71,Water,None,7,6,FALSE,FALSE,314,1.4,1.4692682198921954e-5
"Torrent, Protean",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,Gekogashiraゲコガシラ,Frogadier,88.1,657,83,56,97,Water,None,10.9,6,FALSE,FALSE,405,1.2115384615384615,3.199414635738615e-4
"Torrent, Protean, Battle Bond",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,Gekkougaゲッコウガ,Greninja,88.1,658,153,71,132,Water,Dark,40,6,FALSE,FALSE,640,2.1641791044776117,0.4774199364863086
"Pickup, Cheek Pouch, Huge Power",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,Horubeeホルビー,Bunnelby,50,659,32,36,57,Normal,None,5,6,FALSE,FALSE,237,0.9473684210526315,4.2871244806122536e-7
"Pickup, Cheek Pouch, Huge Power",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,Digging Pokémon,77,1000000,1,85,Horudoホルード,Diggersby,50,660,50,77,78,Normal,Ground,42.4,6,FALSE,FALSE,423,0.7272727272727273,2.3285570170781235e-4
"Big Pecks, Gale Wings",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,Yayakomaヤヤコマ,Fletchling,50,661,40,38,62,Normal,Flying,1.7,6,FALSE,FALSE,278,1.1627906976744187,1.7180930034553078e-6
"Flame Body, Gale Wings",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,Hinoyakomaヒノヤコマ,Fletchinder,50,662,56,52,84,Fire,Flying,16,6,FALSE,FALSE,382,1.3272727272727274,4.197531079298977e-4
"Flame Body, Gale Wings",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,Fiarrowファイアロー,Talonflame,50,663,74,69,126,Fire,Flying,24.5,6,FALSE,FALSE,499,1.1408450704225352,0.021583259312905216
"Shield Dust, Compoundeyes, Friend Guard",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,Kofukimushiコフキムシ,Scatterbug,50,664,27,25,35,Bug,None,2.5,6,FALSE,FALSE,200,0.875,3.7537217105143935e-7
"Shed Skin, Friend Guard",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,Kofuuraiコフーライ,Spewpa,50,665,27,30,29,Bug,None,8.4,6,FALSE,FALSE,213,0.36666666666666664,5.829340384984431e-7
"Shield Dust, Compoundeyes, Friend Guard",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,Viviyonビビヨン,Vivillon,50,666,90,50,89,Bug,Flying,17,6,FALSE,FALSE,411,1.04,4.752126453044876e-4
"Rivalry, Unnerve, Moxie",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,Shishikoシシコ,Litleo,11.2,667,73,54,72,Fire,Normal,13.5,6,FALSE,FALSE,369,0.8620689655172413,2.703344549215165e-4
"Rivalry, Unnerve, Moxie",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,Kaenjishiカエンジシ,Pyroar,11.2,668,109,66,106,Fire,Normal,81.5,6,FALSE,FALSE,507,0.9444444444444444,0.028109041653918917
"Flower Veil, Symbiosis",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,Flabebeフラベベ,Flabébé,0,669,61,79,42,Fairy,None,0.1,6,FALSE,FALSE,303,0.9743589743589743,9.571772361881734e-6
"Flower Veil, Symbiosis",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,Floetteフラエッテ,Floette,0,670,125,128,92,Fairy,None,0.9,6,FALSE,FALSE,551,0.9701492537313433,0.04070469328246427
"Flower Veil, Symbiosis",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,Florgesフラージェス,Florges,0,671,112,154,75,Fairy,None,10,6,FALSE,FALSE,552,0.9558823529411765,0.04204753531137727
"Sap Sipper, Grass Pelt",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,Meecleメェークル,Skiddo,50,672,62,57,52,Grass,None,31,6,FALSE,FALSE,350,1.3541666666666667,6.964966689162738e-5
"Sap Sipper, Grass Pelt",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,Gogoatゴーゴート,Gogoat,50,673,97,81,68,Grass,None,91,6,FALSE,FALSE,531,1.6129032258064515,0.030959287919661266
"Iron Fist, Mold Breaker, Scrappy",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,Yanchamヤンチャム,Pancham,50,674,46,48,43,Fighting,None,8,6,FALSE,FALSE,348,1.3225806451612903,6.0048716364812586e-12
"Iron Fist, Mold Breaker, Scrappy",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,Gorondaゴロンダ,Pangoro,50,675,69,71,58,Fighting,Dark,136,6,FALSE,FALSE,495,1.5897435897435896,8.71070216062885e-10
Fur Coat,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,Trimmienトリミアン,Furfrou,50,676,65,90,102,Normal,None,28,6,FALSE,FALSE,472,1.3333333333333333,0.0012222874083461228
"Keen Eye, Infiltrator, Own Tempo",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,Nyasperニャスパー,Espurr,50,677,63,60,68,Psychic,None,3.5,6,FALSE,FALSE,355,0.8888888888888888,9.951629900637245e-4
"Keen Eye, Infiltrator, Prankster, Competitive",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,Nyaonixニャオニクス,Meowstic,50,678,83,81,104,Psychic,None,8.5,6,FALSE,FALSE,466,0.631578947368421,0.04095943826638741
No Guard,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,Hitotsukiヒトツキ,Honedge,50,679,35,37,28,Steel,Ghost,2,6,FALSE,FALSE,325,0.8,8.101712980828765e-5
No Guard,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,Nidangillニダンギル,Doublade,50,680,45,49,35,Steel,Ghost,4.5,6,FALSE,FALSE,448,0.7333333333333333,0.0051879583384243895
Stance Change,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,Gillgardギルガルド,Aegislash,50,681,150,50,60,Steel,Ghost,53,6,FALSE,FALSE,520,3,0.05633660194904827
"Healer, Aroma Veil",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,Shushupuシュシュプ,Spritzee,50,682,63,65,23,Fairy,None,0.5,6,FALSE,FALSE,341,0.8666666666666667,3.465367914550676e-5
"Healer, Aroma Veil",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,Frefuwanフレフワン,Aromatisse,50,683,99,89,29,Fairy,None,15.5,6,FALSE,FALSE,462,1,0.0020801498986043267
"Sweet Veil, Unburden",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,Peroppafuペロッパフ,Swirlix,50,684,59,57,49,Fairy,None,3.5,6,FALSE,FALSE,341,0.7272727272727273,3.465367914550676e-5
"Sweet Veil, Unburden",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,Peroreamペロリーム,Slurpuff,50,685,85,75,72,Fairy,None,5,6,FALSE,FALSE,480,0.9302325581395349,0.0038195877461224873
"Contrary, Suction Cups, Infiltrator",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,Maaiikaマーイーカ,Inkay,50,686,37,46,45,Dark,Psychic,3.5,6,FALSE,FALSE,288,1.0188679245283019,9.711176721913118e-6
"Contrary, Suction Cups, Infiltrator",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,Overturning Pokémon,88,1000000,1.5,86,Calamaneroカラマネロ,Malamar,50,687,68,75,73,Dark,Psychic,47,6,FALSE,FALSE,482,1.0454545454545454,0.006869725371930218
"Tough Claws, Sniper, Pickpocket",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,120,Two-Handed Pokémon,67,1000000,0.5,42,Kameteteカメテテ,Binacle,50,688,39,56,50,Rock,Water,31,6,FALSE,FALSE,306,0.7761194029850746,1.792368362193558e-5
"Tough Claws, Sniper, Pickpocket",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,Gamenodesガメノデス,Barbaracle,50,689,54,86,68,Rock,Water,96,6,FALSE,FALSE,500,0.9130434782608695,0.012606152315088666
"Poison Point, Poison Touch, Adaptability",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,225,Mock Kelp Pokémon,60,1000000,0.5,50,Kuzumoクズモー,Skrelp,50,690,60,60,30,Poison,Water,7.3,6,FALSE,FALSE,320,1,1.1124530963554158e-11
"Poison Point, Poison Touch, Adaptability",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,1.8,65,Dramidoroドラミドロ,Dragalge,50,691,97,123,44,Poison,Dragon,81.5,6,FALSE,FALSE,494,0.8333333333333334,4.02578361935296e-9
Mega Launcher,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,225,Water Gun Pokémon,62,1250000,0.5,50,Udeppouウデッポウ,Clauncher,50,692,58,63,44,Water,None,8.3,6,FALSE,FALSE,330,0.8548387096774194,2.5256152091597556e-5
Mega Launcher,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,55,Howitzer Pokémon,88,1250000,1.3,71,Blosterブロスター,Clawitzer,50,693,120,89,59,Water,None,35.3,6,FALSE,FALSE,500,0.8295454545454546,0.007919108385275198
"Dry Skin, Sand Veil, Solar Power",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,190,Generator Pokémon,33,1000000,0.5,44,Erikiteruエリキテル,Helioptile,50,694,61,43,70,Electric,Normal,6,6,FALSE,FALSE,289,1.1515151515151516,3.5484887706035044e-5
"Dry Skin, Sand Veil, Solar Power",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,Generator Pokémon,52,1000000,1,62,Elezardエレザード,Heliolisk,50,695,109,94,109,Electric,Normal,21,6,FALSE,FALSE,481,1.0576923076923077,0.023076380956270154
"Strong Jaw, Sturdy",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,362,45,Royal Heir Pokémon,77,1000000,0.8,58,Chigorasチゴラス,Tyrunt,88.1,696,45,45,48,Rock,Dragon,26,6,FALSE,FALSE,362,1.155844155844156,1.1935225284062577e-4
"Strong Jaw, Rock Head",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,45,Despot Pokémon,119,1000000,2.5,82,Gachigorasガチゴラス,Tyrantrum,88.1,697,69,59,71,Rock,Dragon,270,6,FALSE,FALSE,521,1.0168067226890756,0.025336101496712022
